timestamp,experiment_name,experiment_id,dataset,num_tasks,use_translator,use_optimizer,shared_llm,cloud_llm,latency_count,latency_mean,latency_median,latency_stdev,latency_p50,latency_p90,latency_p95,cpu_avg,cpu_peak,mem_avg_mb,mem_peak_mb,total_tasks,passed_at_1,pass_at_1_pct,git_commit,cpu_model,cpu_cores,status
2026-04-28T00:00:00.000000+00:00,3A.4-C4-Neither-CLOUD-164,3A.4-C4-Neither-CLOUD-164,humaneval,164,False,False,False,True,164,18.5,16.2,8.3,16.2,28.4,32.1,0.22,8.0,182.5,183.2,164,2,1.2,PENDING,x86_64,12,PENDING
